filepath,label_clean,label_name,sample_id,label,is_flipped,attack_target,attack_score,attack_gradient_conflict,attack_target_plausibility,attack_surrogate_confidence,attack_malicious_grad_norm
/content/Dataset/LYM/LYM-PRKPKPRT.jpg,3,LYM,20,3,0,2,1.0481782,0.8073841,1.0,0.71019715,3.1903334
/content/Dataset/BACK/BACK-KDRGVWNY.jpg,1,BACK,21,0,1,0,1.0767486,0.81335616,1.0,0.7036641,3.3482916
/content/Dataset/TUM/TUM-WQMQQWTN.jpg,8,TUM,22,8,0,6,0.98580325,0.7887539,1.0,0.6912793,2.9956825
/content/Dataset/MUS/MUS-PACLHCYE.jpg,5,MUS,23,7,1,7,0.9680365,0.8104141,1.0,0.6840113,2.819993
/content/Dataset/BACK/BACK-KHCGTPAQ.jpg,1,BACK,24,1,0,4,1.0657014,0.83592653,1.0,0.6937858,3.199407
/content/Dataset/BACK/BACK-KMWCKCPF.jpg,1,BACK,25,1,0,0,1.0749316,0.81064856,1.0,0.70369977,3.352476
/content/Dataset/LYM/LYM-RKEGNKVG.jpg,3,LYM,26,3,0,2,1.0480283,0.8058565,1.0,0.7110579,3.1945026
/content/Dataset/ADI/ADI-CFEFAPGA.jpg,0,ADI,27,0,0,4,1.0853417,0.8242953,1.0,0.7219178,3.271462
/content/Dataset/MUC/MUC-RYKWPIVG.jpg,4,MUC,28,4,0,7,0.9929592,0.7950504,1.0,0.6791976,3.044941
/content/Dataset/MUC/MUC-VQVKCGNF.jpg,4,MUC,29,3,1,3,1.0181865,0.79345465,1.0,0.67941797,3.1988564
/content/Dataset/STR/STR-VTQAHWHG.jpg,7,STR,30,7,0,5,0.9191729,0.8261238,1.0,0.6237498,2.6764352
/content/Dataset/DEB/DEB-TIDLEKRH.jpg,2,DEB,31,2,0,3,1.017926,0.79254395,1.0,0.6871145,3.1747577
/content/Dataset/ADI/ADI-ESHEGRQH.jpg,0,ADI,32,0,0,5,1.0927454,0.83054733,0.97874475,0.72221786,3.3174238
/content/Dataset/DEB/DEB-VGAETLSK.jpg,2,DEB,33,2,0,3,1.0179646,0.7922831,1.0,0.6872856,3.1757607
/content/Dataset/MUS/MUS-NTCYARKC.jpg,5,MUS,34,5,0,7,0.7840496,0.88774216,1.0,0.48462394,2.1687245
/content/Dataset/LYM/LYM-QFSTRAIN.jpg,3,LYM,35,4,1,4,1.0587494,0.8152489,1.0,0.7105877,3.2080214
/content/Dataset/LYM/LYM-ADHELESY.jpg,3,LYM,36,4,1,4,1.0564659,0.8146691,0.99330866,0.71073973,3.2092402
/content/Dataset/STR/STR-WGCASTHK.jpg,7,STR,37,7,0,5,0.91944855,0.76320577,1.0,0.659034,2.848845
/content/Dataset/MUS/MUS-TAHYESPG.jpg,5,MUS,38,5,0,7,0.95472723,0.77607447,1.0,0.6918045,2.882421
/content/Dataset/LYM/LYM-AHHLEAAY.jpg,3,LYM,39,4,1,4,1.0591615,0.81534314,1.0,0.7109156,3.2087193
/content/Dataset/ADI/ADI-CVMCQRRA.jpg,0,ADI,40,0,0,4,1.0869831,0.82691145,1.0,0.72175485,3.2674253
/content/Dataset/BACK/BACK-IYHWRVCC.jpg,1,BACK,41,1,0,3,1.0654359,0.80913794,1.0,0.70407116,3.3032131
/content/Dataset/STR/STR-QTFIEGFI.jpg,7,STR,42,5,1,5,0.9314663,0.80514586,1.0,0.6468336,2.761556
/content/Dataset/TUM/TUM-RRGKKWLF.jpg,8,TUM,43,6,1,6,0.9877421,0.79225063,1.0,0.6910074,2.990233
/content/Dataset/ADI/ADI-EAKECWPG.jpg,0,ADI,44,0,0,5,1.0959082,0.83067465,0.98859096,0.7222062,3.3171332
/content/Dataset/MUS/MUS-VIGVQLGA.jpg,5,MUS,45,5,0,7,0.9574868,0.77983177,1.0,0.69227135,2.8783665
/content/Dataset/TUM/TUM-WHMLADVQ.jpg,8,TUM,46,8,0,6,0.9858402,0.8373067,1.0,0.6626544,2.8600185
/content/Dataset/BACK/BACK-LSRIGVHG.jpg,1,BACK,47,1,0,3,1.0655206,0.80899584,1.0,0.7042589,3.3038023
/content/Dataset/DEB/DEB-WIDMNDKM.jpg,2,DEB,48,2,0,3,1.0179247,0.79246145,1.0,0.68710214,3.175231
/content/Dataset/STR/STR-VHPKTHEY.jpg,7,STR,49,7,0,5,0.9209593,0.7664251,1.0,0.65869516,2.8432207
/content/Dataset/TUM/TUM-AANTTRNY.jpg,8,TUM,50,8,0,6,0.8769157,0.86941814,1.0,0.5495555,2.5068228
/content/Dataset/DEB/DEB-TYEKKGMT.jpg,2,DEB,51,8,1,8,1.021489,0.8482809,1.0,0.64033735,3.0770729
/content/Dataset/MUS/MUS-PVQNWMTK.jpg,5,MUS,52,5,0,7,0.95359546,0.774416,1.0,0.6916924,2.8844025
/content/Dataset/STR/STR-VKMIYHGK.jpg,7,STR,53,5,1,5,0.93041545,0.7838093,1.0,0.658,2.8172495
/content/Dataset/ADI/ADI-GLLIDCMM.jpg,0,ADI,54,0,0,4,1.0841583,0.82289916,0.9975615,0.7224397,3.2746644
/content/Dataset/MUC/MUC-APVNIKQA.jpg,4,MUC,55,4,0,6,1.0149287,0.80170375,0.9952506,0.6788231,3.1467042
/content/Dataset/BACK/BACK-KCIYQNIH.jpg,1,BACK,56,0,1,0,1.0777972,0.81574196,1.0,0.70310014,3.3433492
/content/Dataset/DEB/DEB-TGFWKYMN.jpg,2,DEB,57,8,1,8,1.0304736,0.81453794,0.93780893,0.6860342,3.2459934
/content/Dataset/TUM/TUM-RNTNRPPG.jpg,8,TUM,58,8,0,6,0.9854151,0.7883133,1.0,0.69117385,2.9960222
/content/Dataset/TUM/TUM-RWYIMKTK.jpg,8,TUM,59,8,0,6,0.9850475,0.7960755,1.0,0.68574554,2.973685
/content/Dataset/ADI/ADI-CLTGLPCM.jpg,0,ADI,60,5,1,5,1.103403,0.8413629,1.0,0.7189831,3.2937255
/content/Dataset/MUS/MUS-VHHTMLNF.jpg,5,MUS,61,5,0,7,0.95999867,0.78460824,1.0,0.6917817,2.8711636
/content/Dataset/STR/STR-VGDKSASN.jpg,7,STR,62,2,1,2,0.99414015,0.79987156,1.0,0.6559821,3.1070607
/content/Dataset/TUM/TUM-TTEGIPHE.jpg,8,TUM,63,8,0,6,0.86927605,0.8854054,1.0,0.53889376,2.4417086
/content/Dataset/MUC/MUC-RDNVLMWQ.jpg,4,MUC,64,4,0,3,1.0165434,0.79142195,1.0,0.67910343,3.201134
/content/Dataset/MUS/MUS-QDYSCACR.jpg,5,MUS,65,5,0,7,0.9603244,0.78483796,1.0,0.6920052,2.8711724
/content/Dataset/MUS/MUS-SICCEMNE.jpg,5,MUS,66,7,1,7,0.9655075,0.80715567,1.0,0.68338007,2.8231275
/content/Dataset/NORM/NORM-ACWKSWQC.jpg,6,NORM,67,6,0,4,0.9899992,0.8594665,1.0,0.6233058,2.9096148
/content/Dataset/TUM/TUM-RMNPSPLY.jpg,8,TUM,68,8,0,6,0.98383045,0.78607,1.0,0.69102865,2.9986722
/content/Dataset/MUC/MUC-ANVGSVTI.jpg,4,MUC,69,4,0,6,1.016898,0.8022051,1.0,0.6790592,3.1464715
/content/Dataset/LYM/LYM-VAWWSLAN.jpg,3,LYM,70,3,0,2,1.0480279,0.8060641,1.0,0.7109081,3.1939304
/content/Dataset/ADI/ADI-EVWMWEMM.jpg,0,ADI,71,0,0,3,1.1018289,0.82035404,1.0,0.72222704,3.387601
/content/Dataset/STR/STR-NKKMWECC.jpg,7,STR,72,7,0,5,0.9186536,0.7624554,1.0,0.65868926,2.8489873
/content/Dataset/ADI/ADI-CGPAKEHN.jpg,0,ADI,73,0,0,4,1.0854486,0.8244777,1.0,0.72188896,3.2712002
/content/Dataset/MUC/MUC-ATNSSFFG.jpg,4,MUC,74,6,1,6,1.0201436,0.8130972,1.0,0.6755389,3.121472
/content/Dataset/STR/STR-SFCVKYIQ.jpg,7,STR,75,7,0,5,0.923531,0.7696538,1.0,0.65947264,2.8400574
/content/Dataset/TUM/TUM-RRYEFVLW.jpg,8,TUM,76,8,0,6,0.9838449,0.78652906,1.0,0.69071895,2.9974966
/content/Dataset/TUM/TUM-VYHYTSWI.jpg,8,TUM,77,8,0,6,0.9825905,0.78442514,1.0,0.69081146,3.0005455
/content/Dataset/MUS/MUS-ASHDMSPQ.jpg,5,MUS,78,5,0,7,0.9563528,0.77797145,1.0,0.6922903,2.8808718
/content/Dataset/NORM/NORM-YPFVKPTY.jpg,6,NORM,79,6,0,4,0.99692696,0.8068887,0.9099548,0.6840019,3.1452117
/content/Dataset/DEB/DEB-SKATRDPE.jpg,2,DEB,80,4,1,4,1.0214527,0.8608508,1.0,0.6226939,3.0782015
/content/Dataset/ADI/ADI-HPYWNNWF.jpg,0,ADI,81,0,0,5,1.0967451,0.83052325,0.9914916,0.7222369,3.317404
/content/Dataset/ADI/ADI-FNADQVCR.jpg,0,ADI,82,0,0,4,1.08504,0.8235514,1.0,0.7221287,3.272966
/content/Dataset/MUS/MUS-TAERLNQS.jpg,5,MUS,83,5,0,7,0.9553186,0.77701473,1.0,0.6917946,2.8812516
/content/Dataset/DEB/DEB-QYNSNPEF.jpg,2,DEB,84,2,0,3,1.0177977,0.79601866,1.0,0.68461174,3.1644995
/content/Dataset/MUC/MUC-TWDWWVDL.jpg,4,MUC,85,4,0,6,0.69740325,0.90028214,1.0,0.3648864,2.017797
/content/Dataset/STR/STR-SCHWTKDW.jpg,7,STR,86,7,0,5,0.92207015,0.76915044,1.0,0.65798104,2.8388839
/content/Dataset/LYM/LYM-SYWDHRTY.jpg,3,LYM,87,3,0,2,1.0493788,0.80883753,1.0,0.71040416,3.1888344
/content/Dataset/LYM/LYM-VGVTTPGM.jpg,3,LYM,88,3,0,2,1.0469726,0.80474365,1.0,0.71077067,3.1953301
/content/Dataset/NORM/NORM-QMRQWIQH.jpg,6,NORM,89,6,0,4,1.0012606,0.8070953,0.92405885,0.6840009,3.1447833
/content/Dataset/TUM/TUM-QYQPVGAP.jpg,8,TUM,90,6,1,6,0.9875059,0.79450005,1.0,0.68935156,2.983308
/content/Dataset/ADI/ADI-GYHGWSGS.jpg,0,ADI,91,0,0,5,1.0985986,0.83092386,0.99683124,0.72212994,3.3166103
/content/Dataset/STR/STR-QIIPKQNT.jpg,7,STR,92,2,1,2,0.9940058,0.81288755,1.0,0.64781535,3.0690026
/content/Dataset/DEB/DEB-SMNMDTLG.jpg,2,DEB,93,2,0,3,1.0186493,0.79300725,1.0,0.6874847,3.1752324
/content/Dataset/MUS/MUS-ALTWPPCF.jpg,5,MUS,94,5,0,7,0.959817,0.78506064,1.0,0.69128805,2.8695812
/content/Dataset/TUM/TUM-WLKYSPSD.jpg,8,TUM,95,6,1,6,0.98909533,0.798231,1.0,0.6885185,2.9767048
/content/Dataset/TUM/TUM-VFYAFEDY.jpg,8,TUM,96,8,0,6,0.39600793,0.8658619,1.0,0.15420458,1.1446079
/content/Dataset/DEB/DEB-YKDFVWWC.jpg,2,DEB,97,2,0,3,1.0187278,0.79336095,1.0,0.6873272,3.174375
/content/Dataset/MUC/MUC-SAFCRPAI.jpg,4,MUC,98,4,0,7,0.99700826,0.80472463,1.0,0.677353,3.0259767
/content/Dataset/BACK/BACK-IYEKCSEV.jpg,1,BACK,99,1,0,3,1.0664895,0.810766,1.0,0.7040215,3.300662
/content/Dataset/NORM/NORM-VDSTIWAS.jpg,6,NORM,100,6,0,4,1.0020475,0.8068726,0.9272227,0.6840041,3.1450064
/content/Dataset/STR/STR-VIIWVPNK.jpg,7,STR,101,7,0,5,0.9255648,0.7748853,1.0,0.6583402,2.8305235
/content/Dataset/STR/STR-YTHRCMVD.jpg,7,STR,102,7,0,5,0.8464662,0.804029,1.0,0.5592437,2.5708928
/content/Dataset/BACK/BACK-KFHSVMWS.jpg,1,BACK,103,1,0,3,1.0666784,0.810295,1.0,0.7045306,3.3024828
/content/Dataset/DEB/DEB-SMLQSEQN.jpg,2,DEB,104,8,1,8,1.051284,0.82294065,1.0,0.68260646,3.2246585
/content/Dataset/LYM/LYM-PIGRPGTC.jpg,3,LYM,105,3,0,2,1.0487792,0.80910236,1.0,0.7096315,3.186727
/content/Dataset/STR/STR-YIGHECIS.jpg,7,STR,106,7,0,5,0.9229588,0.76955074,1.0,0.65874493,2.8396049
/content/Dataset/DEB/DEB-TLGRNAKC.jpg,2,DEB,107,4,1,4,1.0623571,0.8386594,1.0,0.6720595,3.2446015
/content/Dataset/DEB/DEB-WVTAMFLG.jpg,2,DEB,108,2,0,3,1.0178244,0.7915845,1.0,0.6875764,3.177617
/content/Dataset/DEB/DEB-QSDQVECK.jpg,2,DEB,109,2,0,3,1.0171486,0.7916358,1.0,0.6869133,3.1757255
/content/Dataset/STR/STR-VHSMFLLT.jpg,7,STR,110,5,1,5,0.93218493,0.8052704,1.0,0.64758456,2.7625828
/content/Dataset/STR/STR-RTSTGNYM.jpg,7,STR,111,7,0,5,0.92100155,0.8314297,1.0,0.6230165,2.6662807
/content/Dataset/MUS/MUS-CNMSICVA.jpg,5,MUS,112,0,1,0,1.0613843,0.8236395,1.0,0.6826127,3.279766
/content/Dataset/STR/STR-PTMKSHFK.jpg,7,STR,113,5,1,5,0.92882377,0.779544,1.0,0.6590523,2.824823
/content/Dataset/BACK/BACK-PCWNAGNC.jpg,1,BACK,114,1,0,3,1.0660625,0.80965143,1.0,0.70436776,3.3029904
/content/Dataset/BACK/BACK-NNCTDCWT.jpg,1,BACK,115,1,0,3,1.0652572,0.8093463,1.0,0.7037715,3.3021195
/content/Dataset/LYM/LYM-NQEKVDDN.jpg,3,LYM,116,3,0,2,1.0475998,0.805969,1.0,0.71056324,3.193189
/content/Dataset/DEB/DEB-WYMTWADK.jpg,2,DEB,117,2,0,3,1.0179832,0.7923619,1.0,0.687233,3.1756387
/content/Dataset/MUS/MUS-AIVYYPCV.jpg,5,MUS,118,5,0,7,0.96001494,0.7837164,1.0,0.69239116,2.8735483
/content/Dataset/TUM/TUM-YMMEWQMC.jpg,8,TUM,119,8,0,6,0.9182726,0.8706405,1.0,0.58604676,2.6051097
/content/Dataset/MUS/MUS-VLPYPWTA.jpg,5,MUS,120,5,0,7,0.9579726,0.78060085,1.0,0.69229025,2.8773427
/content/Dataset/LYM/LYM-QKIWVCAE.jpg,3,LYM,121,3,0,2,1.047289,0.8047706,1.0,0.71104205,3.1960502
/content/Dataset/TUM/TUM-RPFYPLIT.jpg,8,TUM,122,8,0,6,0.98453796,0.78772867,1.0,0.69063896,2.99573
/content/Dataset/DEB/DEB-QVWWYVLQ.jpg,2,DEB,123,2,0,7,0.30675733,0.78201675,1.0,0.05079066,1.0096673
/content/Dataset/TUM/TUM-RWSFKYWV.jpg,8,TUM,124,6,1,6,0.99149126,0.8025742,1.0,0.68822247,2.969929
/content/Dataset/BACK/BACK-AEYMGRCW.jpg,1,BACK,125,1,0,8,1.0643415,0.81582206,1.0,0.7027605,3.265242
/content/Dataset/STR/STR-MTQFHWTR.jpg,7,STR,126,0,1,0,1.0172126,0.8135542,1.0,0.6480619,3.2001197
/content/Dataset/LYM/LYM-QWCQHVCV.jpg,3,LYM,127,3,0,2,1.0474068,0.80524397,1.0,0.7108467,3.1949124
/content/Dataset/TUM/TUM-SDSIRCIC.jpg,8,TUM,128,8,0,6,0.98384356,0.7861362,1.0,0.69097173,2.9986048
/content/Dataset/MUS/MUS-NWPGADCT.jpg,5,MUS,129,5,0,7,0.9541718,0.77524275,1.0,0.6917504,2.8834748
/content/Dataset/LYM/LYM-SYWFYVLR.jpg,3,LYM,130,3,0,2,1.0481429,0.8063469,1.0,0.71082973,3.1933744
/content/Dataset/NORM/NORM-YSSSWGGT.jpg,6,NORM,131,6,0,8,0.97959334,0.8035958,1.0,0.67440724,2.944051
/content/Dataset/DEB/DEB-WNHNHDIN.jpg,2,DEB,132,2,0,3,1.0165063,0.79005903,1.0,0.6872595,3.179104
/content/Dataset/ADI/ADI-EETLLSNM.jpg,0,ADI,133,0,0,4,1.0845486,0.82311773,1.0,0.7219323,3.2731893
/content/Dataset/STR/STR-RFGVYLEF.jpg,7,STR,134,7,0,5,0.9248624,0.7710702,1.0,0.65992254,2.8394701
/content/Dataset/STR/STR-TDGSYIRG.jpg,7,STR,135,7,0,8,0.8207852,0.876361,1.0,0.45653784,2.4633164
/content/Dataset/LYM/LYM-TQVEVHVA.jpg,3,LYM,136,4,1,4,1.0557816,0.81544507,0.98822904,0.71108097,3.2089589
/content/Dataset/MUC/MUC-AEEYSLRM.jpg,4,MUC,137,6,1,6,1.0200098,0.81390965,1.0,0.67488974,3.1188343
/content/Dataset/MUS/MUS-SLWDNQME.jpg,5,MUS,138,0,1,0,1.0600199,0.8300116,1.0,0.6772744,3.257457
/content/Dataset/MUS/MUS-STRPVIQD.jpg,5,MUS,139,5,0,7,0.9563163,0.7779771,1.0,0.6922308,2.8808286
/content/Dataset/LYM/LYM-QFISWLNQ.jpg,3,LYM,140,4,1,4,1.0559186,0.8146124,0.9906447,0.7110411,3.2100303
/content/Dataset/NORM/NORM-LNNRYCNG.jpg,6,NORM,141,6,0,8,0.9728963,0.77715987,1.0,0.68437016,3.002892
/content/Dataset/DEB/DEB-WMMVTMWW.jpg,2,DEB,142,2,0,3,1.0174135,0.7911163,1.0,0.6874843,3.1780171
/content/Dataset/NORM/NORM-AMSASSKD.jpg,6,NORM,143,6,0,8,0.97678465,0.78299916,1.0,0.6845817,2.9952347
/content/Dataset/TUM/TUM-RREVHNKI.jpg,8,TUM,144,8,0,6,0.96016246,0.85464,1.0,0.6302118,2.7512727
/content/Dataset/TUM/TUM-QCTVSSWL.jpg,8,TUM,145,8,0,6,0.98553413,0.7897893,1.0,0.6903567,2.992089
/content/Dataset/MUC/MUC-ANPPGWYY.jpg,4,MUC,146,4,0,3,1.0175673,0.7935035,1.0,0.6787812,3.197215
/content/Dataset/STR/STR-QEGEEPDV.jpg,7,STR,147,2,1,2,0.967975,0.79898053,0.90878236,0.6569032,3.1115816
/content/Dataset/ADI/ADI-IDWWVTAL.jpg,0,ADI,148,0,0,4,1.0846076,0.82299757,1.0,0.72207475,3.2736585
/content/Dataset/MUC/MUC-QVFNTRGF.jpg,4,MUC,149,3,1,3,1.0178634,0.7934595,1.0,0.6791135,3.1980104
/content/Dataset/TUM/TUM-SMIGSKRD.jpg,8,TUM,150,8,0,6,0.9822681,0.7842772,1.0,0.69055045,3.0003152
/content/Dataset/LYM/LYM-TLYVTGQF.jpg,3,LYM,151,3,0,2,1.0475076,0.8052788,1.0,0.7109227,3.19504
/content/Dataset/BACK/BACK-KSCAYQKV.jpg,1,BACK,152,1,0,3,1.0654187,0.80870014,1.0,0.7043636,3.304441
/content/Dataset/NORM/NORM-YHFTMCTR.jpg,6,NORM,153,6,0,4,0.9997555,0.8061168,0.92124325,0.68400806,3.1460328
/content/Dataset/BACK/BACK-IDLNPNNR.jpg,1,BACK,154,1,0,3,1.0662937,0.809991,1.0,0.7043584,3.3025212
/content/Dataset/LYM/LYM-SKWGMTMT.jpg,3,LYM,155,3,0,2,1.0472864,0.80495435,1.0,0.7109298,3.1954584
/content/Dataset/MUS/MUS-NVRLRHIA.jpg,5,MUS,156,5,0,7,0.95814896,0.78107893,1.0,0.6921587,2.8764641
/content/Dataset/LYM/LYM-APEFWEWM.jpg,3,LYM,157,3,0,2,1.0471379,0.80467755,1.0,0.71096236,3.195954
/content/Dataset/STR/STR-SFMTCQFA.jpg,7,STR,158,7,0,4,0.5274496,0.85109735,1.0,0.22378936,1.6388975
/content/Dataset/LYM/LYM-VMKCHDAW.jpg,3,LYM,159,6,1,6,1.0806552,0.84865093,1.0,0.6923709,3.223302
/content/Dataset/LYM/LYM-RALSSDFP.jpg,3,LYM,160,3,0,4,1.0500841,0.81522816,0.97077256,0.71088934,3.2088804
/content/Dataset/NORM/NORM-TTGAIEGT.jpg,6,NORM,161,6,0,8,0.9780903,0.7865394,1.0,0.6836199,2.9882767
/content/Dataset/LYM/LYM-TFFQHMCM.jpg,3,LYM,162,3,0,4,1.0502911,0.81468993,0.97243303,0.7109434,3.2098
/content/Dataset/STR/STR-YCLACSLM.jpg,7,STR,163,7,0,5,0.92575485,0.77365875,1.0,0.659357,2.834126
/content/Dataset/STR/STR-TGTFITQV.jpg,7,STR,164,7,0,5,0.9206283,0.76467615,1.0,0.65944505,2.8472602
/content/Dataset/NORM/NORM-TGYYWNQV.jpg,6,NORM,165,4,1,4,1.0210615,0.8111367,0.9844965,0.6831275,3.1368005
/content/Dataset/MUS/MUS-SIWLNPEM.jpg,5,MUS,166,5,0,7,0.95872134,0.782708,1.0,0.6916623,2.873472
/content/Dataset/LYM/LYM-PALKGGKI.jpg,3,LYM,167,0,1,0,1.0874548,0.8172175,0.9946432,0.7099515,3.3765764
/content/Dataset/ADI/ADI-CDYSHDIY.jpg,0,ADI,168,0,0,2,1.0911992,0.82116747,1.0,0.7221301,3.321346
/content/Dataset/DEB/DEB-TECEAAPR.jpg,2,DEB,169,2,0,7,0.78200793,0.8300994,1.0,0.44543755,2.455787
/content/Dataset/STR/STR-TSDSHPNL.jpg,7,STR,170,7,0,5,0.91966623,0.76360327,1.0,0.6590267,2.8482156
/content/Dataset/BACK/BACK-IYTYWNQQ.jpg,1,BACK,171,1,0,3,1.0661703,0.81020415,1.0,0.7040772,3.3016608
/content/Dataset/NORM/NORM-RRCSKWCA.jpg,6,NORM,172,6,0,4,0.99685574,0.8054589,0.9136278,0.6837922,3.146617
/content/Dataset/NORM/NORM-MENDWNDK.jpg,6,NORM,173,6,0,8,0.9801638,0.8004968,1.0,0.6768123,2.9542284
/content/Dataset/LYM/LYM-YTIDGDHI.jpg,3,LYM,174,3,0,4,1.050846,0.81444234,0.97481006,0.7109348,3.2101333
/content/Dataset/LYM/LYM-RLWDWFPW.jpg,3,LYM,175,3,0,2,1.0471563,0.8050458,1.0,0.7107525,3.1948519
/content/Dataset/MUC/MUC-AQKNCHVE.jpg,4,MUC,176,4,0,3,1.0169004,0.79211265,1.0,0.6790041,3.1999066
/content/Dataset/TUM/TUM-QDKWCYTW.jpg,8,TUM,177,8,0,6,0.9848654,0.7873435,1.0,0.69122493,2.997555
/content/Dataset/STR/STR-NIKMHHYR.jpg,7,STR,178,7,0,5,0.9242975,0.77169245,1.0,0.6590132,2.8362377
/content/Dataset/LYM/LYM-TQNAVKMG.jpg,3,LYM,179,3,0,4,1.050417,0.8148421,0.9721957,0.7110418,3.2097898
/content/Dataset/ADI/ADI-GPFVATTC.jpg,0,ADI,180,0,0,2,1.0913358,0.8211944,1.0,0.7222427,3.3215764
/content/Dataset/LYM/LYM-FRLAPKFW.jpg,3,LYM,181,3,0,8,0.997961,0.8718748,1.0,0.5970829,2.985202
/content/Dataset/LYM/LYM-HISDNCAT.jpg,3,LYM,182,3,0,2,1.0497657,0.8097254,1.0,0.7102352,3.1869776
/content/Dataset/TUM/TUM-QTCAFWQE.jpg,8,TUM,183,6,1,6,0.9868614,0.791104,1.0,0.6908408,2.9914799
/content/Dataset/NORM/NORM-SECWCVMC.jpg,6,NORM,184,6,0,8,0.49489564,0.88925284,1.0,0.23071933,1.4038928
/content/Dataset/MUS/MUS-CAAPQSIE.jpg,5,MUS,185,7,1,7,0.9630753,0.7892617,1.0,0.6919982,2.8655005
/content/Dataset/TUM/TUM-RWCGHMCY.jpg,8,TUM,186,6,1,6,0.9898163,0.7997769,1.0,0.68832237,2.9738505
/content/Dataset/MUS/MUS-RLRWFNWL.jpg,5,MUS,187,7,1,7,0.96758616,0.8090667,1.0,0.6843132,2.8227296
/content/Dataset/BACK/BACK-KYTGGYQE.jpg,1,BACK,188,0,1,0,1.0766743,0.8131092,1.0,0.70375395,3.34889
/content/Dataset/LYM/LYM-LDKCRTMW.jpg,3,LYM,189,3,0,2,1.0471804,0.8046315,1.0,0.71104527,3.1961508
/content/Dataset/DEB/DEB-RKKAIIHY.jpg,2,DEB,190,2,0,3,1.0191318,0.7935203,1.0,0.6876694,3.1746867
/content/Dataset/TUM/TUM-WFPWHLTP.jpg,8,TUM,191,6,1,6,0.9865556,0.7905792,1.0,0.6908676,2.9922588
/content/Dataset/ADI/ADI-FYCLCRTI.jpg,0,ADI,192,0,0,4,1.085376,0.8237606,1.0,0.7222908,3.2731807
/content/Dataset/DEB/DEB-SLLTYREP.jpg,2,DEB,193,2,0,3,1.0191203,0.794414,1.0,0.6870461,3.1720953
/content/Dataset/MUS/MUS-CAKTYKWC.jpg,5,MUS,194,5,0,7,0.9536902,0.77486545,1.0,0.69150347,2.8833766
/content/Dataset/MUC/MUC-CTTSIGTS.jpg,4,MUC,195,4,0,7,0.9920686,0.79508424,0.99768317,0.67898554,3.0442827
/content/Dataset/MUS/MUS-QMTQGMSP.jpg,5,MUS,196,5,0,7,0.9573769,0.78064483,1.0,0.6915972,2.8760204
